sample,outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs
5028,2.74,1.91,1.27,76.45,128.31,257.74,64970.5
5029,2.65,2.27,1.41,75.58,128.05,273.13,74929.1
5030,2.71,2.29,1.69,76.07,128.32,270.69,76120.3
5031,2.87,1.88,1.56,75.84,127.41,241.28,73183.8
5032,2.63,1.83,1.76,76.01,127.91,247.47,64119.8
5033,2.62,2.00,1.54,75.74,128.03,262.24,69411.9
5034,2.56,2.22,1.43,75.93,128.31,269.83,64410.9
5035,2.79,2.08,1.46,76.45,127.73,266.91,67102.6
5036,2.69,1.75,1.47,75.89,127.24,292.96,66004.2
5037,2.72,1.80,1.49,76.20,127.60,283.37,75923.5
5038,2.79,1.86,1.78,75.58,128.12,262.84,73368.6
5039,2.67,1.90,1.59,75.96,127.78,267.85,64679.6
5040,2.55,2.20,1.51,76.51,127.24,283.67,72567.5
5041,2.80,2.17,1.75,75.56,128.07,289.07,75208.0
5042,2.66,1.96,1.76,75.96,127.98,258.20,65291.9
5043,2.74,2.07,1.68,75.51,128.13,292.17,70002.6
5044,2.75,1.83,1.57,76.60,128.11,276.00,63979.3
5045,2.55,1.98,1.73,76.13,127.71,279.11,71195.2
5046,2.79,1.99,1.66,75.36,127.50,283.41,72605.7
5047,2.74,2.02,1.24,76.54,128.09,292.75,73027.1
5048,2.72,2.30,1.71,76.55,128.08,259.47,69967.8
5049,2.75,2.02,1.65,75.63,127.68,289.48,66137.2
5050,2.83,1.82,1.26,75.75,128.10,260.75,74844.1
5051,2.89,1.91,1.43,75.94,127.24,268.83,69750.1
5052,2.82,2.18,1.46,75.74,127.66,293.36,74838.2
5053,2.89,1.92,1.54,75.42,127.63,261.22,75384.5
5054,2.80,1.75,1.26,76.16,127.29,281.84,73249.9
5055,2.63,1.74,1.38,76.17,127.93,275.44,66805.0
5056,2.88,2.04,1.26,75.71,128.23,268.71,75861.1
5057,2.67,1.75,1.72,76.36,128.08,248.05,68884.4
5058,2.84,2.04,1.26,76.16,128.58,242.01,68483.7
5059,2.67,1.92,1.48,75.52,128.52,259.37,73618.7
5060,2.64,1.85,1.44,76.32,127.88,285.87,76072.9
5061,2.66,2.26,1.71,76.50,127.78,286.35,76436.4
5062,2.72,1.73,1.51,76.14,127.26,290.96,64245.0
5063,2.78,1.80,1.56,76.16,128.29,281.01,74241.5
5064,2.79,2.09,1.71,76.38,128.38,245.94,74520.1
5065,2.76,1.92,1.77,75.85,128.58,291.14,73149.7
5066,2.65,2.00,1.80,75.31,127.70,283.05,71545.6
5067,2.73,1.85,1.77,75.69,127.77,244.16,75857.9
5068,2.63,1.77,1.47,75.85,128.16,260.52,63876.8
5069,2.78,1.98,1.65,75.64,127.55,269.58,66758.1
5070,2.64,1.79,1.66,76.20,127.88,273.45,66225.1
5071,2.67,2.18,1.37,76.04,128.46,286.93,75880.5
5072,2.82,2.27,1.55,75.64,127.46,242.55,67026.2
5073,2.68,1.82,1.40,75.60,127.68,284.34,66470.7
5074,2.74,2.07,1.29,75.67,127.62,241.93,66067.9
5075,2.76,1.96,1.64,76.43,127.33,277.88,75540.1
5076,2.51,2.21,1.32,75.38,128.52,246.35,74443.3
5077,2.52,2.03,1.53,76.58,127.62,275.16,71906.1
5078,2.59,1.81,1.47,75.86,127.22,288.89,66102.9
5079,2.50,2.28,1.50,75.94,128.45,262.02,64732.3
5080,2.55,2.18,1.61,76.10,127.96,293.50,65562.4
5081,2.75,2.10,1.57,75.42,128.41,250.16,73235.1
5082,2.68,1.78,1.58,75.58,127.91,286.56,65843.4
5083,2.59,1.85,1.29,76.46,128.18,281.48,69075.7
5084,2.68,2.29,1.30,76.29,128.16,288.54,76620.5
5085,2.89,2.12,1.66,76.44,127.63,250.31,67190.7
5086,2.50,1.75,1.25,75.96,128.57,281.79,74500.6
5087,2.89,1.95,1.39,75.94,127.87,248.10,70017.4
5088,2.73,2.17,1.43,76.53,127.37,250.64,73868.6
5089,2.59,1.92,1.35,76.34,127.40,285.12,64711.9
5090,2.60,2.10,1.51,75.99,127.59,289.89,63369.0
5091,2.67,1.93,1.64,75.31,128.08,276.04,75059.6
5092,2.66,1.96,1.25,75.30,127.81,257.99,66086.1
5093,2.52,2.18,1.53,76.01,128.44,284.27,63780.5
5094,2.62,1.95,1.33,75.77,128.38,270.37,69799.4
5095,2.61,1.73,1.71,75.70,127.25,266.41,63727.5
5096,2.74,1.88,1.74,75.24,127.96,259.25,66025.0
5097,2.85,2.09,1.52,76.11,127.22,287.02,70086.6
5098,2.79,2.25,1.62,75.88,127.58,267.67,69938.9
5099,2.76,2.03,1.70,76.06,128.06,246.82,75918.0
5100,2.80,1.91,1.24,75.57,128.39,242.71,74643.8
5101,2.74,2.13,1.26,75.50,127.62,271.76,66523.6
5102,2.77,2.08,1.79,75.74,128.28,292.19,71325.9
5103,2.72,2.05,1.47,76.59,127.20,256.83,76524.1
5104,2.80,1.82,1.50,75.78,127.44,249.04,69944.7
5105,2.51,1.90,1.47,76.54,127.44,263.38,68593.7
5106,2.57,1.87,1.47,76.14,127.53,285.66,76875.0
5107,2.60,1.92,1.61,75.49,127.36,246.18,70739.2
5108,2.75,2.03,1.33,76.38,127.38,241.10,76323.4
5109,2.73,1.91,1.63,75.74,127.93,253.87,65777.7
5110,2.51,2.01,1.50,75.23,127.22,260.16,66636.2
5111,2.76,1.96,1.55,75.33,127.30,268.09,71891.3
5112,2.65,1.77,1.73,76.08,127.46,262.63,71229.8
5113,2.78,1.89,1.25,75.63,127.51,270.55,68360.3
5114,2.63,2.06,1.79,75.23,127.77,274.52,74713.4
5115,2.86,2.02,1.63,75.43,127.94,251.96,65231.8
5116,2.51,1.90,1.50,76.05,127.42,290.46,63685.4
5117,2.63,1.99,1.66,75.25,128.35,266.84,66057.0
5118,2.77,1.86,1.50,76.47,128.22,257.41,67345.4
5119,2.87,1.84,1.64,75.77,127.93,270.01,66042.6
5120,2.63,1.79,1.67,75.70,128.11,267.57,69593.0
5121,2.75,2.20,1.60,76.36,127.64,293.66,75131.2
5122,2.69,2.28,1.23,75.92,127.94,279.89,63248.7
5123,2.70,1.99,1.68,75.69,127.71,280.78,63458.4
5124,2.72,2.15,1.79,75.21,128.23,287.51,66429.4
5125,2.68,1.79,1.46,76.54,127.46,248.53,70685.5
5126,2.61,1.71,1.70,75.90,128.39,281.90,73727.0
5127,2.88,1.89,1.37,75.39,128.50,289.31,76945.3
5128,2.87,1.86,1.40,76.57,128.52,262.81,64233.3
5129,2.62,1.79,1.42,75.75,128.02,270.07,74353.0
5130,2.84,2.23,1.35,76.03,127.51,271.18,70400.1
5131,2.53,1.80,1.69,76.12,128.15,274.83,69429.8
5132,2.80,1.78,1.77,75.90,127.44,292.29,72276.9
5133,2.88,1.77,1.64,76.43,127.21,269.71,75516.0
5134,2.58,2.09,1.57,75.91,128.03,283.20,73189.0
5135,2.57,2.15,1.74,75.35,127.60,289.58,69062.7
5136,2.50,2.28,1.48,75.22,127.60,269.18,76141.7
5137,2.63,2.16,1.65,76.46,128.51,280.89,75443.1
5138,2.64,2.10,1.38,76.49,127.25,246.50,66640.8
5139,2.54,2.14,1.69,76.49,128.09,282.24,69681.1
5140,2.89,2.15,1.23,76.10,128.52,257.86,65506.8
5141,2.56,1.95,1.63,76.23,127.81,278.45,66672.5
5142,2.73,2.27,1.49,75.27,127.81,251.84,73827.0
5143,2.70,1.89,1.45,75.87,128.50,293.07,73562.3
5144,2.53,2.18,1.44,76.55,127.70,273.19,65313.9
5145,2.78,2.16,1.25,75.21,128.55,263.05,73943.3
5146,2.89,1.97,1.56,75.92,128.43,242.48,65195.1
5147,2.57,1.88,1.61,75.43,127.73,246.05,72862.9
5148,2.87,2.22,1.63,75.85,127.44,275.14,74153.8
5149,2.87,2.08,1.31,76.06,128.51,262.26,74912.7
5150,2.50,1.81,1.36,76.51,127.22,269.81,66678.3
5151,2.57,1.91,1.76,76.07,128.36,251.68,72883.1
5152,2.75,1.73,1.49,76.26,127.70,241.40,64659.2
5153,2.83,1.76,1.74,75.45,128.33,261.98,68854.9
5154,2.53,1.79,1.41,75.90,128.25,273.66,68527.0
5155,2.85,1.72,1.38,75.24,128.58,293.23,73185.4
5156,2.78,1.88,1.30,76.19,128.25,255.08,65642.0
5157,2.86,1.94,1.62,75.44,128.18,266.44,73367.3
5158,2.77,1.88,1.31,75.62,128.13,260.50,64852.8
5159,2.71,1.73,1.67,75.47,128.58,282.90,70833.3
5160,2.73,1.94,1.56,75.41,128.53,259.06,73128.5
5161,2.81,1.82,1.75,75.58,128.54,283.13,71994.8
5162,2.62,1.83,1.31,75.73,127.33,264.17,67166.9
5163,2.73,1.96,1.77,75.50,128.26,259.19,73874.5
5164,2.65,1.97,1.62,75.53,128.14,245.53,65227.6
5165,2.87,1.93,1.23,75.33,127.25,242.82,68307.6
5166,2.58,2.07,1.60,75.26,127.52,288.90,73215.1
5167,2.66,2.26,1.73,76.54,127.86,258.99,71698.7
5168,2.74,1.94,1.70,76.58,127.83,253.78,76725.7
5169,2.56,2.06,1.36,76.36,128.38,269.11,68929.5
5170,2.59,1.76,1.76,75.26,128.09,250.05,75675.8
5171,2.59,1.91,1.51,76.42,128.11,281.32,72247.9
5172,2.76,1.82,1.47,76.32,127.96,291.25,70574.0
5173,2.52,2.02,1.23,75.27,128.33,277.55,69595.9
5174,2.71,2.25,1.32,75.26,127.34,288.21,65723.0
5175,2.57,2.24,1.79,75.31,128.37,252.36,68531.3
5176,2.60,1.88,1.60,76.10,127.90,257.63,69531.9
5177,2.89,1.73,1.44,76.55,127.33,284.52,71889.0
5178,2.58,2.15,1.72,76.58,128.19,268.13,64449.0
5179,2.60,2.05,1.79,75.32,127.70,241.95,71386.9
5180,2.80,1.79,1.71,76.33,127.51,258.91,72442.4
5181,2.57,1.82,1.37,76.44,127.69,293.71,64786.2
5182,2.86,1.89,1.35,75.61,128.28,275.28,72294.9
5183,2.55,2.09,1.73,75.23,128.52,283.51,69734.6
5184,2.57,2.22,1.40,75.75,128.26,247.46,64923.5
5185,2.55,2.16,1.44,75.75,127.88,257.66,72027.7
5186,2.50,1.93,1.26,76.06,128.26,250.75,66653.3
5187,2.58,2.02,1.52,75.61,128.49,293.45,70361.4
5188,2.55,2.15,1.73,76.60,128.02,279.40,75546.2
5189,2.89,1.85,1.24,76.22,128.09,279.54,71116.8
5190,2.74,1.73,1.51,75.63,128.13,289.95,63091.3
5191,2.82,2.15,1.46,75.76,127.54,264.37,66898.6
5192,2.68,2.11,1.29,76.45,128.55,269.42,73715.3
5193,2.50,1.83,1.65,75.73,128.03,263.43,65180.3
5194,2.64,2.12,1.30,75.96,127.37,288.09,73137.5
5195,2.82,1.72,1.55,75.46,127.87,292.79,65925.1
5196,2.74,1.89,1.55,75.21,128.51,255.57,75868.3
5197,2.88,2.21,1.60,76.32,128.55,272.95,64472.2
5198,2.56,2.04,1.73,76.56,127.96,263.79,72777.8
5199,2.84,1.73,1.69,76.21,128.12,280.99,70498.4
5200,2.59,2.30,1.74,76.20,127.49,271.78,69574.3
5201,2.71,2.15,1.35,75.32,128.20,262.31,74789.3
5202,2.65,2.28,1.80,76.55,127.48,263.68,67901.8
5203,2.88,1.87,1.67,75.37,127.99,277.72,63653.2
5204,2.78,1.95,1.32,75.79,128.58,240.41,69958.4
5205,2.89,1.80,1.32,76.12,127.53,280.97,76823.5
5206,2.70,1.82,1.41,75.55,127.92,287.16,68975.9
5207,2.68,1.78,1.64,75.78,128.03,283.29,68144.0
5208,2.78,2.29,1.66,75.66,127.28,288.45,67065.7
5209,2.82,1.84,1.37,75.73,127.78,265.88,75923.0
5210,2.58,2.00,1.47,75.42,127.68,266.22,71222.4
5211,2.83,1.83,1.48,75.67,128.22,249.02,71206.7
5212,2.76,1.85,1.54,75.94,128.53,259.52,71749.3
5213,2.79,1.72,1.40,75.36,127.53,277.74,70924.4
5214,2.69,1.91,1.44,75.63,127.31,240.60,75144.6
5215,2.57,2.24,1.54,76.42,128.49,250.48,67216.5
5216,2.60,2.28,1.62,75.24,128.28,281.48,73855.8
5217,2.85,1.71,1.53,76.18,128.56,245.41,66064.0
5218,2.78,1.78,1.28,76.39,127.43,259.75,65355.3
5219,2.79,2.22,1.79,75.89,127.79,293.27,69424.4
5220,2.70,1.93,1.54,76.54,127.67,264.19,64237.2
5221,2.81,2.29,1.56,76.17,127.92,244.09,71303.7
5222,2.69,1.80,1.52,75.94,127.66,264.63,71686.8
5223,2.55,2.11,1.22,75.88,128.33,253.56,70252.8
5224,2.53,2.12,1.63,75.49,128.39,252.43,72465.7
5225,2.85,1.75,1.56,75.55,128.38,258.02,70276.5
5226,2.69,2.17,1.30,75.66,128.31,273.30,73773.2
5227,2.79,1.96,1.65,76.40,127.82,281.91,76380.8
5228,2.73,1.75,1.49,76.57,127.72,282.56,63707.7
5229,2.90,2.16,1.62,75.53,128.08,285.33,67697.0
5230,2.75,2.21,1.32,76.32,128.16,267.24,72140.7
5231,2.81,2.02,1.22,76.10,127.32,278.19,68213.9
5232,2.75,2.20,1.47,75.81,127.57,288.57,74152.0
5233,2.60,2.27,1.41,75.91,127.93,289.25,67725.2
5234,2.86,2.02,1.26,76.39,127.66,262.86,65369.1
5235,2.81,2.00,1.44,76.37,128.17,245.60,72664.5
5236,2.51,1.94,1.58,75.75,127.49,292.40,76991.4
5237,2.82,2.11,1.57,76.28,127.69,272.91,68140.0
5238,2.59,1.79,1.29,76.57,127.41,282.87,70280.1
5239,2.68,1.81,1.51,75.98,128.33,288.01,74288.6
5240,2.62,2.01,1.25,76.08,127.54,269.60,70590.1
5241,2.57,1.77,1.28,76.52,127.42,261.08,70301.1
5242,2.89,1.72,1.49,75.33,127.85,280.43,74765.5
5243,2.80,2.07,1.62,75.59,128.35,251.34,67003.8
5244,2.79,2.04,1.64,76.00,128.14,256.10,70025.6
5245,2.53,2.20,1.66,76.29,127.81,261.09,65318.5
5246,2.72,1.71,1.65,76.51,128.48,255.29,71642.5
5247,2.80,1.80,1.70,76.27,128.34,247.51,74176.9
5248,2.69,1.96,1.39,76.23,127.22,251.97,65692.8
5249,2.88,2.01,1.30,75.69,128.42,264.64,71069.7
5250,2.53,1.97,1.36,76.53,127.29,253.27,64657.1
5251,2.65,1.96,1.45,76.42,128.28,261.54,68633.9
5252,2.78,2.19,1.71,75.82,127.97,285.45,66997.6
5253,2.58,1.91,1.61,76.34,128.00,245.97,66654.5
5254,2.83,1.91,1.25,75.58,127.89,256.92,67321.5
5255,2.88,1.92,1.23,76.38,128.27,247.40,70149.3
5256,2.61,1.82,1.79,75.37,127.76,256.38,70195.6
5257,2.61,2.10,1.60,75.62,127.82,281.29,66357.2
5258,2.62,2.17,1.75,76.42,128.01,260.79,68421.4
5259,2.60,2.26,1.33,76.02,127.46,271.67,65954.0
5260,2.63,2.18,1.32,75.31,128.39,280.84,73137.5
5261,2.79,2.20,1.65,76.27,127.47,271.75,70115.7
5262,2.90,1.98,1.54,76.56,128.34,293.03,64357.6
5263,2.71,2.06,1.48,75.52,128.18,241.28,66862.5
5264,2.89,1.80,1.45,76.02,128.03,270.05,68787.8
5265,2.64,1.78,1.50,76.41,127.71,243.72,64550.6
5266,2.58,1.91,1.26,76.53,128.57,268.01,72017.1
5267,2.81,1.85,1.40,75.97,128.51,272.21,68947.9
5268,2.73,2.15,1.54,76.16,128.18,274.40,68782.5
5269,2.75,2.01,1.72,76.32,128.60,265.91,75303.8
5270,2.65,2.28,1.33,75.69,128.12,264.19,71059.9
5271,2.61,2.26,1.49,75.75,128.39,262.68,70350.3
5272,2.88,1.90,1.77,75.34,127.30,269.80,66235.3
5273,2.67,2.21,1.71,75.78,128.10,249.75,72741.7
5274,2.69,2.17,1.52,76.06,127.98,281.81,69744.3
5275,2.62,2.06,1.40,76.16,128.00,288.21,73866.5
5276,2.61,1.96,1.37,75.74,127.27,244.10,68045.2
5277,2.54,2.25,1.27,75.69,127.45,260.80,64330.3
5278,2.57,2.11,1.69,75.68,128.17,263.17,75266.4
5279,2.54,2.07,1.27,76.05,127.76,248.41,68343.5
5280,2.73,1.96,1.56,76.13,127.84,266.55,73901.9
5281,2.63,2.19,1.33,75.38,127.24,272.68,67217.6
5282,2.70,1.80,1.39,75.26,127.25,250.16,66262.0
5283,2.65,1.73,1.41,76.18,127.98,278.43,72106.7
5284,2.71,1.79,1.73,76.06,128.51,263.07,67796.6
5285,2.75,2.06,1.71,75.48,128.29,250.04,72250.9
5286,2.79,2.29,1.24,75.43,127.44,278.81,73203.3
5287,2.58,1.74,1.28,76.26,127.66,258.99,69663.3
5288,2.73,1.97,1.38,76.20,128.12,278.17,71519.1
5289,2.71,1.85,1.24,75.84,127.74,282.28,69328.7
5290,2.51,2.10,1.75,75.73,127.45,253.01,67142.5
5291,2.79,2.22,1.43,75.22,128.00,247.73,74673.4
5292,2.58,1.76,1.38,76.41,128.29,247.22,72427.0
5293,2.84,1.98,1.40,75.79,128.48,256.34,75084.9
5294,2.54,1.72,1.26,76.16,128.48,279.73,69464.9
5295,2.86,2.18,1.28,75.84,128.28,252.90,73281.9
5296,2.61,2.25,1.66,75.93,127.33,281.06,76013.1
5297,2.72,2.23,1.31,75.69,127.61,282.63,71120.7
5298,2.60,1.76,1.67,75.54,128.37,290.09,72535.0
5299,2.67,1.80,1.22,76.21,127.67,240.97,69224.9
5300,2.85,2.19,1.20,75.76,128.18,278.67,67752.8
5301,2.57,1.85,1.53,76.29,128.30,271.04,66184.6
5302,2.74,2.25,1.64,75.73,127.47,242.61,71703.0
5303,2.88,1.99,1.44,76.10,127.44,251.71,65863.9
5304,2.57,1.78,1.43,75.84,127.55,245.57,63722.8
5305,2.55,1.86,1.40,76.41,128.00,279.95,76814.2
5306,2.89,2.23,1.55,75.30,128.14,254.71,69828.1
5307,2.58,2.06,1.22,76.18,128.53,262.95,68532.7
5308,2.70,2.18,1.68,75.46,127.72,290.45,64617.6
5309,2.57,2.29,1.23,76.11,128.32,265.11,64350.1
5310,2.86,1.88,1.32,76.07,128.42,252.21,70279.9
5311,2.72,1.82,1.70,76.33,128.40,263.79,74525.9
5312,2.52,2.11,1.56,75.91,127.59,257.59,68008.6
5313,2.71,2.12,1.38,75.93,128.44,265.13,70818.0
5314,2.62,2.00,1.28,76.56,128.37,262.08,70267.5
5315,2.59,2.20,1.40,75.45,127.65,260.36,70951.6
5316,2.62,1.88,1.44,75.90,127.66,289.81,73245.9
5317,2.52,1.72,1.52,75.22,127.52,278.84,76643.2
5318,2.64,2.13,1.28,75.45,127.23,250.46,70336.3
5319,2.83,1.99,1.34,76.19,127.31,248.13,71046.4
5320,2.62,2.27,1.40,75.76,128.43,247.80,71304.5
5321,2.77,2.06,1.71,75.24,127.52,262.06,72816.5
5322,2.83,1.89,1.32,75.59,127.41,255.48,75788.8
5323,2.61,2.29,1.56,76.26,127.81,284.31,66449.7
5324,2.61,2.16,1.58,75.32,128.55,272.93,63122.4
5325,2.68,1.80,1.55,75.40,127.46,278.96,73302.8
5326,2.86,1.93,1.31,75.40,127.59,271.00,70127.0
5327,2.68,1.87,1.38,76.17,128.35,244.64,76318.2
5328,2.88,2.15,1.57,75.63,127.36,255.79,72267.6
5329,2.86,1.79,1.73,76.53,128.33,268.14,67928.3
5330,2.89,2.23,1.70,76.06,128.05,247.37,75820.1
5331,2.81,1.71,1.40,76.09,127.71,241.25,65705.9
5332,2.58,2.05,1.52,75.34,127.66,259.07,64428.4
5333,2.77,1.87,1.34,76.52,127.81,285.29,72086.5
5334,2.81,2.14,1.36,75.87,128.03,288.97,69323.7
5335,2.60,2.03,1.49,75.46,127.87,279.13,75146.6
5336,2.61,2.08,1.24,76.44,128.11,289.80,75939.5
5337,2.88,1.91,1.23,76.20,127.53,291.81,74122.4
5338,2.68,2.03,1.50,76.35,127.61,288.39,67663.2
5339,2.68,2.25,1.62,75.52,128.46,265.15,70345.3
5340,2.84,1.90,1.68,76.24,128.31,263.83,67751.9
5341,2.73,2.25,1.26,76.27,128.40,247.05,65196.4
5342,2.83,2.03,1.24,76.11,127.78,252.36,73493.6
5343,2.61,1.87,1.74,76.26,127.69,269.49,66563.6
5344,2.74,1.93,1.61,76.43,127.47,250.47,73896.4
5345,2.53,2.29,1.26,75.39,128.11,270.53,66513.2
5346,2.83,2.17,1.71,76.49,128.56,259.53,71481.3
5347,2.64,2.09,1.54,76.05,128.12,270.41,74160.9
5348,2.68,2.19,1.57,75.52,128.16,275.76,65610.6
5349,2.57,1.87,1.35,75.84,128.27,253.36,71298.8
5350,2.81,1.91,1.48,76.28,127.92,269.16,70324.6
5351,2.83,2.13,1.49,76.47,128.04,251.20,74876.2
5352,2.61,2.11,1.26,75.71,127.82,293.63,71258.8
5353,2.63,1.80,1.71,75.60,128.14,245.33,74858.8
5354,2.72,1.77,1.77,76.00,128.02,281.93,73533.1
5355,2.76,1.89,1.61,76.06,127.47,264.74,70974.4
5356,2.75,2.16,1.58,75.41,127.21,293.44,74864.0
5357,2.52,1.77,1.40,75.31,127.88,292.23,64400.3
5358,2.88,2.00,1.29,75.61,128.00,265.26,68879.6
5359,2.73,1.76,1.59,75.51,127.77,287.14,66821.6
5360,2.67,2.03,1.59,75.35,127.59,287.91,74520.7
5361,2.66,1.83,1.36,76.42,127.83,245.75,69551.3
5362,2.83,1.85,1.30,75.23,127.37,260.69,75904.1
5363,2.58,1.87,1.31,75.44,128.01,252.53,66433.7
5364,2.86,2.24,1.72,76.23,127.26,257.77,69896.9
5365,2.83,2.10,1.35,76.59,128.41,249.67,71813.9
5366,2.59,2.15,1.26,75.62,127.63,277.99,70155.8
5367,2.72,1.91,1.70,75.81,127.76,249.92,63179.6
5368,2.64,2.03,1.40,75.75,128.12,284.99,76379.0
5369,2.62,2.21,1.31,76.54,127.77,242.60,74333.4
5370,2.55,2.02,1.73,76.05,127.71,267.06,68254.0
5371,2.59,1.82,1.24,76.04,127.65,259.72,66176.4
5372,2.54,1.73,1.37,75.52,128.60,264.11,73587.9
5373,2.58,1.72,1.22,76.44,127.29,283.96,70468.4
5374,2.57,1.85,1.38,76.57,127.71,267.27,71141.7
5375,2.65,2.17,1.63,76.12,128.56,293.67,65351.6
5376,2.59,1.83,1.52,76.27,127.65,279.77,70559.0
5377,2.62,1.75,1.58,75.88,128.49,259.42,71494.5
5378,2.72,2.17,1.41,75.34,127.96,277.14,68320.3
5379,2.72,1.96,1.64,75.65,127.64,259.27,67432.6
5380,2.75,1.81,1.34,76.10,127.73,285.17,68140.6
5381,2.87,1.77,1.77,75.54,127.66,248.34,74198.3
5382,2.87,1.77,1.45,75.68,127.34,293.22,76787.3
5383,2.72,2.12,1.33,75.31,127.33,283.53,72533.0
5384,2.87,2.10,1.42,75.63,127.90,278.96,67775.3
5385,2.82,1.95,1.79,75.82,127.57,270.72,75241.4
5386,2.66,2.03,1.22,76.12,128.49,270.60,76460.9
5387,2.88,1.90,1.77,76.50,127.63,262.05,70390.2
5388,2.59,2.13,1.63,75.69,128.57,280.07,73294.8
5389,2.74,2.12,1.25,76.56,128.44,267.46,64746.6
5390,2.69,2.13,1.59,76.28,127.99,284.88,72880.8
5391,2.86,2.23,1.33,76.57,127.23,243.27,75384.0
5392,2.78,2.15,1.51,76.03,127.56,258.94,68846.3
5393,2.76,1.74,1.59,76.17,128.57,290.52,73702.7
5394,2.76,2.04,1.66,76.06,127.48,261.23,68098.6
5395,2.82,2.01,1.58,76.41,127.94,290.37,71126.9
5396,2.87,2.15,1.76,76.11,127.38,269.40,63878.0
5397,2.52,1.97,1.31,75.92,127.94,254.33,73682.8
5398,2.72,1.90,1.21,76.47,127.90,245.98,66046.1
5399,2.53,1.75,1.38,75.57,128.44,285.40,65170.5
5400,2.88,2.18,1.55,76.37,128.14,268.93,64567.1
5401,2.56,1.71,1.70,75.24,128.22,258.26,75475.5
5402,2.85,1.93,1.69,75.94,127.53,249.94,66534.0
5403,2.59,2.03,1.75,75.73,127.77,250.18,76857.2
5404,2.88,2.02,1.47,76.01,127.39,289.98,67548.2
5405,2.56,1.77,1.55,75.54,127.54,242.52,70414.2
5406,2.54,2.22,1.35,75.42,128.45,254.53,73514.3
5407,2.51,1.90,1.62,76.40,127.55,258.87,75434.1
5408,2.81,2.23,1.38,75.98,128.11,241.81,65147.2
5409,2.84,1.89,1.77,75.63,128.26,247.61,63995.7
5410,2.60,1.73,1.37,75.54,128.39,279.32,72187.7
5411,2.53,2.25,1.79,75.97,127.29,256.78,74822.0
5412,2.63,2.22,1.48,76.40,127.95,268.38,63816.5
5413,2.57,2.10,1.62,75.55,127.62,285.39,64497.1
5414,2.84,2.29,1.66,75.81,128.10,251.29,76863.7
5415,2.61,2.16,1.50,76.47,127.20,251.79,70052.8
5416,2.76,1.81,1.38,75.21,128.53,272.16,64628.0
5417,2.51,1.82,1.65,75.90,127.23,252.10,64888.9
5418,2.62,2.23,1.63,75.51,127.21,260.64,75996.8
5419,2.62,1.89,1.65,75.24,128.31,260.37,67571.3
5420,2.55,2.17,1.65,75.93,127.62,263.79,66591.7
5421,2.90,1.93,1.78,75.67,127.45,266.92,63869.9
5422,2.65,2.29,1.24,75.93,127.67,246.69,69980.3
5423,2.53,2.00,1.36,76.35,127.79,267.80,63796.3
5424,2.76,2.17,1.24,76.22,128.15,279.10,72966.2
5425,2.62,1.92,1.43,76.48,127.98,287.19,64248.2
5426,2.69,1.75,1.55,75.93,128.37,287.87,74515.5
5427,2.80,1.77,1.70,75.87,127.22,241.92,64061.1
5428,2.64,2.07,1.42,75.20,128.45,280.62,70137.7
5429,2.54,1.73,1.40,75.80,128.56,269.13,63005.9
5430,2.85,2.27,1.37,75.97,127.99,260.13,63400.7
5431,2.79,2.05,1.72,75.39,128.04,250.47,69346.3
5432,2.80,2.09,1.69,76.13,127.40,253.58,70852.1
5433,2.90,2.21,1.76,75.45,128.43,262.04,69582.5
5434,2.64,2.05,1.52,75.50,127.89,282.06,63031.1
5435,2.54,2.07,1.59,76.52,128.30,277.63,74904.8
5436,2.69,2.02,1.36,75.56,128.10,254.60,74289.8
5437,2.88,1.74,1.30,76.25,127.85,285.21,70942.6
5438,2.86,2.25,1.39,75.30,127.52,266.65,64072.8
5439,2.79,1.99,1.43,75.98,128.20,289.58,63673.8
5440,2.87,1.92,1.67,75.53,127.20,249.91,68242.2
5441,2.64,2.21,1.66,75.92,127.34,284.09,75774.8
5442,2.55,1.71,1.32,76.00,127.35,281.89,72775.2
5443,2.68,2.26,1.52,76.57,128.00,256.56,65267.3
5444,2.56,2.16,1.33,75.42,128.09,245.05,66504.7
5445,2.64,2.05,1.64,76.29,127.24,249.52,69317.7
5446,2.89,1.96,1.36,76.57,128.32,253.29,66083.2
5447,2.58,2.05,1.42,75.43,127.66,241.66,73684.2
5448,2.79,2.28,1.69,76.04,127.76,249.29,65387.5
5449,2.58,1.77,1.45,75.70,127.83,256.72,68784.5
5450,2.62,2.28,1.29,75.69,128.28,266.12,70201.4
5451,2.65,1.73,1.21,75.66,128.08,244.65,70414.7
5452,2.57,2.06,1.43,75.45,127.58,289.37,68266.0
5453,2.54,2.21,1.30,75.40,127.28,246.48,70578.0
5454,2.69,1.96,1.41,76.52,127.78,268.25,65344.5
5455,2.82,2.23,1.56,76.51,128.30,282.14,72545.9
5456,2.76,2.04,1.66,75.27,127.53,250.47,73537.7
5457,2.63,2.04,1.39,75.27,128.45,244.18,73214.8
5458,2.84,2.28,1.48,76.27,128.19,265.74,67471.6
5459,2.54,2.25,1.61,75.76,127.71,290.23,72403.3
5460,2.89,2.17,1.56,75.51,127.92,251.86,71046.6
5461,2.77,2.04,1.49,75.78,127.38,279.38,71710.9
5462,2.62,2.28,1.22,75.98,127.92,271.65,72584.0
